File Name,Dataset,aid,Date,Count,Minimum,Maximum,Range,Mean,Standard Deviation,Variance,Upper Quartile,Upper 1.5 IQR,Median,Lower 1.5 IQR,Lower Quartile
MOD11A2_061_LST_Night_1km_doy2023105000000_aid0001,LST_Night_1km,aid0001,2023-04-15,6706.0,284.46,300.08,"(284.46,300.08)",295.7536982,1.2473459,1.5558718,296.86,298.68,295.58,291.88,294.82
MOD11A2_061_LST_Night_1km_doy2023121000000_aid0001,LST_Night_1km,aid0001,2023-05-01,7744.0,294.74,299.94,"(294.74,299.94)",296.9553796,1.0387224,1.0789442,297.98,299.94,296.72,294.74,296.02
MOD11A2_061_LST_Night_1km_doy2023129000000_aid0001,LST_Night_1km,aid0001,2023-05-09,6300.0,292.54,299.66,"(292.54,299.66)",296.6166984,0.945928,0.8947798,297.285,299.22,296.68,293.94,295.94
MOD11A2_061_LST_Night_1km_doy2023137000000_aid0001,LST_Night_1km,aid0001,2023-05-17,6720.0,292.44,299.42,"(292.44,299.42)",296.4737381,1.0793649,1.1650285,297.42,299.42,296.42,293.08,295.68
MOD11A2_061_LST_Night_1km_doy2023145000000_aid0001,LST_Night_1km,aid0001,2023-05-25,2756.0,288.88,298.82,"(288.88,298.82)",296.3102322,1.7600424,3.0977493,297.32,298.82,296.9,294.56,296.2
MOD11A2_061_LST_Night_1km_doy2023153000000_aid0001,LST_Night_1km,aid0001,2023-06-02,1294.0,287.48,299.1,"(287.48,299.1)",295.8296291,1.4146597,2.0012621,296.715,298.84,296.26,293.14,295.28
MOD11A2_061_LST_Night_1km_doy2023161000000_aid0001,LST_Night_1km,aid0001,2023-06-10,261.0,293.08,297.86,"(293.08,297.86)",295.9202299,0.8997002,0.8094605,296.48,297.86,296.06,294.1,295.52
MOD11A2_061_LST_Night_1km_doy2023169000000_aid0001,LST_Night_1km,aid0001,2023-06-18,696.0,289.98,297.92,"(289.98,297.92)",295.776092,0.9322533,0.8690962,296.32,297.52,295.84,294.14,295.42
MOD11A2_061_LST_Night_1km_doy2023177000000_aid0001,LST_Night_1km,aid0001,2023-06-26,907.0,290.72,297.18,"(290.72,297.18)",295.2147078,0.874013,0.7638988,295.71,296.94,295.3,293.62,294.86
MOD11A2_061_LST_Night_1km_doy2023185000000_aid0001,LST_Night_1km,aid0001,2023-07-04,243.0,286.3,296.18,"(286.3,296.18)",294.0234568,1.8895488,3.5703946,295.22,296.18,294.68,290.72,293.42
MOD11A2_061_LST_Night_1km_doy2023193000000_aid0001,LST_Night_1km,aid0001,2023-07-12,1754.0,283.62,297.28,"(283.62,297.28)",294.2315165,2.0432935,4.1750482,295.755,297.28,294.96,288.88,292.74
MOD11A2_061_LST_Night_1km_doy2023201000000_aid0001,LST_Night_1km,aid0001,2023-07-20,209.0,293.38,297.16,"(293.38,297.16)",295.7042105,0.7594064,0.5766981,296.18,297.16,295.9,294.36,295.42
MOD11A2_061_LST_Night_1km_doy2023209000000_aid0001,LST_Night_1km,aid0001,2023-07-28,3581.0,280.12,297.16,"(280.12,297.16)",293.7525663,2.1200791,4.4947356,295.22,297.16,294.3,288.64,292.58
MOD11A2_061_LST_Night_1km_doy2023217000000_aid0001,LST_Night_1km,aid0001,2023-08-05,4920.0,284.02,297.04,"(284.02,297.04)",294.2844106,1.2437764,1.5469798,295.1,297.04,294.26,291.7,293.74
MOD11A2_061_LST_Night_1km_doy2023225000000_aid0001,LST_Night_1km,aid0001,2023-08-13,797.0,289.58,296.56,"(289.58,296.56)",294.2139021,1.015343,1.0309214,294.86,296.56,294.38,292.0,293.62
MOD11A2_061_LST_Night_1km_doy2023233000000_aid0001,LST_Night_1km,aid0001,2023-08-21,71.0,294.28,299.22,"(294.28,299.22)",295.9791549,1.4676394,2.1539655,296.08,297.46,295.5,294.28,295.0
MOD11A2_061_LST_Night_1km_doy2023241000000_aid0001,LST_Night_1km,aid0001,2023-08-29,121.0,291.02,296.1,"(291.02,296.1)",294.6447934,1.2661441,1.6031208,295.48,296.1,295.14,292.36,294.2
MOD11A2_061_LST_Night_1km_doy2023249000000_aid0001,LST_Night_1km,aid0001,2023-09-06,2474.0,283.54,296.94,"(283.54,296.94)",293.5817381,2.4842647,6.1715713,295.38,296.94,294.36,288.94,292.8
MOD11A2_061_LST_Night_1km_doy2023257000000_aid0001,LST_Night_1km,aid0001,2023-09-14,5265.0,290.78,298.28,"(290.78,298.28)",295.8647901,0.9644527,0.930169,296.6,298.28,295.78,293.24,295.24
MOD11A2_061_LST_Night_1km_doy2023265000000_aid0001,LST_Night_1km,aid0001,2023-09-22,4692.0,286.64,298.52,"(286.64,298.52)",296.1765345,0.9765344,0.9536194,296.66,297.82,296.3,294.72,295.88
MOD11A2_061_LST_Night_1km_doy2023273000000_aid0001,LST_Night_1km,aid0001,2023-09-30,3295.0,290.2,298.56,"(290.2,298.56)",295.3591563,1.2228914,1.4954633,296.36,298.56,295.42,291.56,294.37
MOD11A2_061_LST_Night_1km_doy2023281000000_aid0001,LST_Night_1km,aid0001,2023-10-08,2993.0,288.66,298.96,"(288.66,298.96)",296.503575,1.220472,1.4895518,297.32,298.96,296.58,294.02,296.0
MOD11A2_061_LST_Night_1km_doy2023289000000_aid0001,LST_Night_1km,aid0001,2023-10-16,808.0,288.12,298.94,"(288.12,298.94)",295.1847277,1.3365183,1.7862811,296.14,298.94,295.53,291.36,294.06
MOD11A2_061_LST_Night_1km_doy2023297000000_aid0001,LST_Night_1km,aid0001,2023-10-24,3172.0,293.78,299.08,"(293.78,299.08)",297.0658323,0.8878162,0.7882176,297.72,299.08,297.3,294.82,296.56
MOD11A2_061_LST_Night_1km_doy2023305000000_aid0001,LST_Night_1km,aid0001,2023-11-01,2309.0,293.3,299.74,"(293.3,299.74)",296.1683413,0.6130747,0.3758606,296.5,297.6,296.08,294.84,295.76
MOD11A2_061_LST_Night_1km_doy2023313000000_aid0001,LST_Night_1km,aid0001,2023-11-09,2053.0,288.06,299.94,"(288.06,299.94)",295.7332976,1.4424109,2.0805493,296.66,298.96,295.86,292.86,295.12
MOD11A2_061_LST_Night_1km_doy2023321000000_aid0001,LST_Night_1km,aid0001,2023-11-17,612.0,295.24,297.94,"(295.24,297.94)",296.2366993,0.5058871,0.2559218,296.52,297.4,296.12,295.24,295.9
MOD11A2_061_LST_Night_1km_doy2023329000000_aid0001,LST_Night_1km,aid0001,2023-11-25,5540.0,290.42,298.68,"(290.42,298.68)",294.7988339,1.3857133,1.9202013,295.86,298.68,294.88,290.82,293.72
MOD11A2_061_LST_Night_1km_doy2023337000000_aid0001,LST_Night_1km,aid0001,2023-12-03,7755.0,292.18,298.44,"(292.18,298.44)",295.8112263,1.0228663,1.0462556,296.7,298.44,295.8,292.76,295.0
MOD11A2_061_LST_Night_1km_doy2023345000000_aid0001,LST_Night_1km,aid0001,2023-12-11,7754.0,292.06,298.82,"(292.06,298.82)",295.8168223,1.3661852,1.866462,297.12,298.82,295.7,292.06,294.625
MOD11A2_061_LST_Night_1km_doy2023353000000_aid0001,LST_Night_1km,aid0001,2023-12-19,7750.0,291.6,300.88,"(291.6,300.88)",296.0901213,1.3377577,1.7895956,297.3,300.7,296.0,291.6,295.02
MOD11A2_061_LST_Night_1km_doy2023361000000_aid0001,LST_Night_1km,aid0001,2023-12-27,7696.0,287.38,300.16,"(287.38,300.16)",296.5795608,1.4730232,2.1697973,297.72,300.16,296.48,292.1,295.38
MOD11A2_061_LST_Night_1km_doy2024001000000_aid0001,LST_Night_1km,aid0001,2024-01-01,7752.0,294.12,299.24,"(294.12,299.24)",296.80887,0.5426661,0.2944865,297.16,298.24,296.78,295.36,296.44
MOD11A2_061_LST_Night_1km_doy2024009000000_aid0001,LST_Night_1km,aid0001,2024-01-09,7755.0,293.46,300.16,"(293.46,300.16)",296.8082527,1.0493174,1.1010671,297.66,300.16,296.72,293.46,295.98
MOD11A2_061_LST_Night_1km_doy2024017000000_aid0001,LST_Night_1km,aid0001,2024-01-17,7749.0,295.1,299.92,"(295.1,299.92)",297.5525978,0.8131096,0.6611472,298.16,299.92,297.64,295.24,296.98
MOD11A2_061_LST_Night_1km_doy2024025000000_aid0001,LST_Night_1km,aid0001,2024-01-25,7747.0,292.04,298.5,"(292.04,298.5)",294.9939073,1.326859,1.7605549,296.2,298.5,294.9,292.04,293.8
MOD11A2_061_LST_Night_1km_doy2024033000000_aid0001,LST_Night_1km,aid0001,2024-02-02,7751.0,290.66,298.36,"(290.66,298.36)",294.9828358,1.1898018,1.4156283,296.05,298.36,294.9,291.08,293.98
MOD11A2_061_LST_Night_1km_doy2024041000000_aid0001,LST_Night_1km,aid0001,2024-02-10,7751.0,292.38,299.32,"(292.38,299.32)",296.5809134,0.7701804,0.5931779,297.16,298.72,296.58,294.56,296.12
MOD11A2_061_LST_Night_1km_doy2024049000000_aid0001,LST_Night_1km,aid0001,2024-02-18,7656.0,294.02,298.86,"(294.02,298.86)",297.0114368,0.6262471,0.3921854,297.46,298.72,297.0,295.26,296.58
MOD11A2_061_LST_Night_1km_doy2024057000000_aid0001,LST_Night_1km,aid0001,2024-02-26,2990.0,290.66,302.62,"(290.66,302.62)",295.2081672,1.8873392,3.5620493,296.3,299.88,294.76,290.66,293.82
MOD11A2_061_LST_Night_1km_doy2024065000000_aid0001,LST_Night_1km,aid0001,2024-03-05,210.0,293.5,300.9,"(293.5,300.9)",297.0053333,1.4789772,2.1873735,297.655,299.92,297.2,293.94,296.025
MOD11A2_061_LST_Night_1km_doy2024073000000_aid0001,LST_Night_1km,aid0001,2024-03-13,6440.0,287.44,301.64,"(287.44,301.64)",295.5213354,2.0017912,4.007168,297.28,301.64,295.4,289.88,294.28
MOD11A2_061_LST_Night_1km_doy2024081000000_aid0001,LST_Night_1km,aid0001,2024-03-21,7249.0,292.84,300.18,"(292.84,300.18)",297.3857994,1.2566442,1.5791546,298.32,300.18,297.52,293.98,296.58
MOD11A2_061_LST_Night_1km_doy2024089000000_aid0001,LST_Night_1km,aid0001,2024-03-29,3248.0,286.22,300.42,"(286.22,300.42)",295.9314347,1.366759,1.8680302,296.86,299.38,296.08,292.84,295.14
MOD11A2_061_LST_Night_1km_doy2024097000000_aid0001,LST_Night_1km,aid0001,2024-04-06,4177.0,292.56,300.24,"(292.56,300.24)",297.1404261,1.3302949,1.7696846,298.3,300.24,296.98,292.84,296.04
MOD11A2_061_LST_Night_1km_doy2024105000000_aid0001,LST_Night_1km,aid0001,2024-04-14,1769.0,290.28,301.44,"(290.28,301.44)",297.0854042,1.0885574,1.1849571,297.58,298.92,297.04,295.34,296.68
MOD11A2_061_LST_Night_1km_doy2024121000000_aid0001,LST_Night_1km,aid0001,2024-04-30,1496.0,285.94,299.94,"(285.94,299.94)",297.7316845,1.5134959,2.2906699,298.64,299.94,298.2,294.58,296.96
MOD11A2_061_LST_Night_1km_doy2024137000000_aid0001,LST_Night_1km,aid0001,2024-05-16,4745.0,287.56,299.06,"(287.56,299.06)",296.7722908,0.9165347,0.8400359,297.48,299.06,296.68,294.12,296.12
MOD11A2_061_LST_Night_1km_doy2024145000000_aid0001,LST_Night_1km,aid0001,2024-05-24,5859.0,293.84,299.6,"(293.84,299.6)",296.7712954,1.3850346,1.918321,298.04,299.6,296.76,293.84,295.66
MOD11A2_061_LST_Night_1km_doy2024153000000_aid0001,LST_Night_1km,aid0001,2024-06-01,3953.0,288.18,297.78,"(288.18,297.78)",295.4566203,0.9094036,0.8270149,296.1,297.46,295.6,293.36,295.0
MOD11A2_061_LST_Night_1km_doy2024161000000_aid0001,LST_Night_1km,aid0001,2024-06-09,2852.0,284.88,298.64,"(284.88,298.64)",295.7390954,1.7279915,2.9859547,296.78,298.64,296.2,292.88,295.22
MOD11A2_061_LST_Night_1km_doy2024169000000_aid0001,LST_Night_1km,aid0001,2024-06-17,488.0,286.38,297.42,"(286.38,297.42)",294.2479918,2.3694284,5.614191,295.92,297.42,294.98,289.56,293.37
MOD11A2_061_LST_Night_1km_doy2024185000000_aid0001,LST_Night_1km,aid0001,2024-07-03,127.0,291.4,296.72,"(291.4,296.72)",295.1480315,0.9378725,0.8796048,295.7,296.72,295.18,293.7,294.9
MOD11A2_061_LST_Night_1km_doy2024201000000_aid0001,LST_Night_1km,aid0001,2024-07-19,4767.0,285.34,298.14,"(285.34,298.14)",294.395515,1.8782517,3.5278296,295.84,298.14,294.52,289.22,293.18
MOD11A2_061_LST_Night_1km_doy2024209000000_aid0001,LST_Night_1km,aid0001,2024-07-27,7684.0,292.2,297.78,"(292.2,297.78)",295.1569729,0.8373702,0.7011888,295.78,297.46,295.1,292.98,294.66
MOD11A2_061_LST_Night_1km_doy2024217000000_aid0001,LST_Night_1km,aid0001,2024-08-04,4757.0,282.18,298.64,"(282.18,298.64)",294.2346857,2.4084893,5.8008205,296.0,298.64,294.94,288.82,293.12
MOD11A2_061_LST_Night_1km_doy2024225000000_aid0001,LST_Night_1km,aid0001,2024-08-12,977.0,288.18,295.76,"(288.18,295.76)",292.3409212,1.4441293,2.0855095,293.28,295.76,292.66,288.7,291.44
MOD11A2_061_LST_Night_1km_doy2024233000000_aid0001,LST_Night_1km,aid0001,2024-08-20,1769.0,285.82,297.0,"(285.82,297.0)",293.1378632,2.3239474,5.4007314,295.02,297.0,294.32,285.82,290.96
MOD11A2_061_LST_Night_1km_doy2024241000000_aid0001,LST_Night_1km,aid0001,2024-08-28,1819.0,285.46,297.46,"(285.46,297.46)",294.4567565,1.957284,3.8309606,295.8,297.46,295.14,289.54,293.29
MOD11A2_061_LST_Night_1km_doy2024249000000_aid0001,LST_Night_1km,aid0001,2024-09-05,8.0,292.64,292.64,"(292.64,292.64)",292.64,0.0,0.0,292.64,292.64,292.64,292.64,292.64
MOD11A2_061_LST_Night_1km_doy2024257000000_aid0001,LST_Night_1km,aid0001,2024-09-13,346.0,291.36,297.22,"(291.36,297.22)",295.2045087,0.7429689,0.5520028,295.58,296.3,295.29,294.18,295.005
MOD11A2_061_LST_Night_1km_doy2024265000000_aid0001,LST_Night_1km,aid0001,2024-09-21,186.0,288.88,296.9,"(288.88,296.9)",294.7134409,1.4527949,2.1106129,295.675,296.9,294.92,292.34,294.335
MOD11A2_061_LST_Night_1km_doy2024273000000_aid0001,LST_Night_1km,aid0001,2024-09-29,18.0,294.06,294.3,"(294.06,294.3)",294.19,0.1071344,0.0114778,294.3,294.3,294.2,294.06,294.06
MOD11A2_061_LST_Night_1km_doy2024281000000_aid0001,LST_Night_1km,aid0001,2024-10-07,7013.0,291.74,298.34,"(291.74,298.34)",294.8307657,1.1031662,1.2169757,295.58,297.96,294.52,291.74,293.98
MOD11A2_061_LST_Night_1km_doy2024289000000_aid0001,LST_Night_1km,aid0001,2024-10-15,240.0,292.88,297.74,"(292.88,297.74)",296.0870833,0.8304727,0.6896848,296.5,297.34,296.18,295.28,295.935
MOD11A2_061_LST_Night_1km_doy2024297000000_aid0001,LST_Night_1km,aid0001,2024-10-23,4206.0,293.58,298.98,"(293.58,298.98)",296.7318878,0.7965445,0.6344831,297.34,298.98,296.78,294.58,296.18
MOD11A2_061_LST_Night_1km_doy2024305000000_aid0001,LST_Night_1km,aid0001,2024-10-31,5395.0,287.92,300.1,"(287.92,300.1)",295.9019203,1.0777077,1.161454,296.5,298.26,295.82,293.58,295.32
MOD11A2_061_LST_Night_1km_doy2024313000000_aid0001,LST_Night_1km,aid0001,2024-11-08,7684.0,291.68,299.26,"(291.68,299.26)",296.2589146,0.9154373,0.8380255,296.9,298.66,296.26,293.96,295.72
MOD11A2_061_LST_Night_1km_doy2024321000000_aid0001,LST_Night_1km,aid0001,2024-11-16,7748.0,289.16,299.58,"(289.16,299.58)",296.6601549,0.6891669,0.474951,297.1,298.38,296.66,294.96,296.24
MOD11A2_061_LST_Night_1km_doy2024329000000_aid0001,LST_Night_1km,aid0001,2024-11-24,7751.0,293.1,298.26,"(293.1,298.26)",295.9594581,0.7193057,0.5174007,296.48,297.98,295.94,293.94,295.46
MOD11A2_061_LST_Night_1km_doy2024337000000_aid0001,LST_Night_1km,aid0001,2024-12-02,7742.0,292.44,300.14,"(292.44,300.14)",296.9326996,1.2379222,1.5324513,297.92,300.14,296.96,293.38,296.02
MOD11A2_061_LST_Night_1km_doy2024345000000_aid0001,LST_Night_1km,aid0001,2024-12-10,7749.0,293.2,300.06,"(293.2,300.06)",296.3456085,1.0614611,1.1266996,297.2,299.56,296.32,293.2,295.52
MOD11A2_061_LST_Night_1km_doy2024353000000_aid0001,LST_Night_1km,aid0001,2024-12-18,7747.0,293.12,298.52,"(293.12,298.52)",295.8095108,0.7005251,0.4907354,296.3,297.86,295.78,293.7,295.26
MOD11A2_061_LST_Night_1km_doy2024361000000_aid0001,LST_Night_1km,aid0001,2024-12-26,7728.0,291.2,299.32,"(291.2,299.32)",296.6021377,1.4088494,1.9848567,297.5,299.32,296.96,294.2,296.18
